preperation_level,study_hours,sleep_hours,revision_frequency,exam_stress_level,performance_scores
2,4,17,6,1,85.52284725229902
3,24,5,7,2,79.16376608697475
1,19,10,3,1,94.92834863901469
3,13,17,5,3,100.0
3,12,16,2,3,100.0
3,13,6,3,4,90.39519465530266
3,24,24,5,1,73.00330032060471
2,14,9,3,3,91.29058808327756
2,1,22,5,2,64.79515792133402
1,18,11,7,4,100.0
1,24,21,3,1,75.6346275232543
2,2,21,1,2,50.96273636310532
2,22,24,4,1,77.49985855764348
2,22,18,4,4,100.0
2,7,15,5,1,92.99953096883146
1,23,7,7,4,82.29064423712478
2,17,16,4,5,100.0
2,10,18,2,2,86.09821586319815
2,14,17,2,4,97.85155404943285
3,23,6,2,2,69.3302061457741
2,4,11,7,5,82.02471698850154
3,24,11,5,5,88.8696454819202
2,6,15,3,3,80.26523536861593
3,5,10,6,3,73.74837556287315
2,12,5,3,3,70.60913601663688
1,20,4,6,2,93.16722068582187
2,20,12,3,4,100.0
2,23,16,5,3,100.0
1,1,2,3,5,15.93198420657814
2,12,7,7,3,93.46658742875175
1,16,5,6,5,84.9183768156706
1,22,19,4,2,98.91416307548248
3,23,3,6,1,78.2740207242021
3,17,13,2,1,100.0
3,21,7,1,4,83.25921877119981
2,24,17,7,3,100.0
1,8,23,1,4,53.8155866156244
2,15,4,7,3,93.46976561971513
2,3,22,1,2,44.84200220118287
1,23,14,1,1,81.42822841986013
2,23,20,4,3,85.36766906407934
3,11,13,7,5,100.0
1,20,7,7,2,100.0
3,8,14,7,3,100.0
3,3,18,4,2,76.6786089627135
1,1,19,4,3,57.93496175046562
2,9,15,3,5,85.95815141658454
1,24,22,5,3,73.29794116601146
1,22,17,3,1,94.51267592310023
1,1,18,6,2,64.63941665282948
3,10,18,2,2,96.82961221125369
3,22,11,6,3,99.26607826976851
1,14,9,3,4,84.7218342904686
3,13,20,4,4,100.0
3,15,9,5,1,100.0
1,20,15,1,5,91.4818443472246
3,23,12,6,3,100.0
1,3,23,7,1,56.79869589968265
3,23,4,4,3,74.6372150697536
2,16,5,1,2,78.27503305364871
3,1,1,5,1,44.795673859527376
1,16,13,3,2,100.0
1,3,2,4,5,31.887030680283935
3,22,22,3,3,94.99155984940131
2,21,12,4,2,100.0
2,18,19,6,2,100.0
3,19,20,5,4,100.0
3,2,18,4,5,69.65226549056302
1,19,21,1,4,89.8575463730372
2,24,1,7,2,65.89975604770892
1,17,19,2,2,99.75561772393509
3,3,24,6,4,58.91863496724861
1,12,13,1,3,82.09113796102262
1,22,13,7,4,100.0
3,13,8,2,5,86.43340373435613
2,9,13,4,1,91.73587390642173
3,3,7,5,4,55.32761967145616
1,7,11,1,5,61.3891969409756
1,11,17,7,2,100.0
1,12,1,4,4,62.05969785924689
1,11,20,2,5,83.94441779701711
2,21,2,6,4,82.28092715492984
1,19,14,1,4,93.63172990723301
1,14,11,2,4,85.18893803946214
3,17,21,4,3,100.0
2,4,9,7,5,75.32590184281712
3,16,19,5,1,100.0
3,24,10,7,3,98.73352819856572
3,3,15,3,1,71.60997022955067
2,10,14,3,4,95.22053659268155
3,12,10,1,4,86.34059289149405
3,21,9,3,3,97.78385751262057
1,16,9,1,1,80.04624559162421
1,16,20,7,1,100.0
3,5,5,1,5,48.62196815325095
3,5,23,4,3,66.15988339051901
1,8,2,2,2,38.91005052334532
2,3,24,3,1,41.05979870113535
1,23,9,5,3,86.95356561890743
2,1,10,4,4,60.29261345206562
3,23,5,5,5,76.0282841738092
3,10,4,2,4,57.33650524934974
3,6,19,1,5,72.34171336714661
2,11,24,3,2,76.22204541628238
2,16,12,5,3,100.0
3,3,21,2,4,53.13258393081656
3,2,19,5,1,73.49753909929751
3,7,17,3,4,88.84396124022356
3,21,5,3,1,81.9347989600785
2,19,17,2,4,100.0
2,3,14,5,1,74.63028039609345
3,5,1,2,5,35.35464389832207
2,20,3,4,3,78.17142715597258
2,1,22,6,2,66.68846553576094
2,9,14,5,5,96.41800611106012
3,14,5,5,4,89.33716460465675
3,5,13,7,4,93.9352008023255
3,17,6,5,3,99.23560754296545
1,24,4,6,2,63.946797775235865
3,20,10,7,3,100.0
1,15,12,1,3,91.35418027064762
1,16,10,4,3,99.86146370719977
1,16,23,6,4,95.8082285694371
2,11,6,5,2,81.25101266395666
1,12,18,1,4,88.47112233427096
3,22,24,7,3,98.18741649735617
1,3,21,1,3,43.18235427719518
3,7,13,5,2,94.5028199290651
2,20,24,6,1,96.01109248061988
1,22,5,6,3,76.03576489627734
3,20,23,5,4,98.88056143214882
3,23,5,2,3,67.65524905907789
2,1,21,5,4,63.90408936358909
1,24,14,6,5,91.0348483192714
1,17,8,5,3,91.0108705163457
2,2,17,5,4,72.19997254763548
2,22,12,6,2,100.0
3,8,16,4,1,96.87392732103459
1,23,21,4,2,85.27690818611333
3,18,8,1,5,90.3808751839826
3,10,6,6,4,80.60092606211381
1,4,1,1,3,23.160293572118835
2,11,5,5,5,77.12550142113244
1,2,16,1,1,56.10720508511786
2,10,12,6,1,100.0
2,1,8,6,2,63.097187120302436
1,22,17,3,3,97.7355433858541
1,5,11,3,1,70.3246040373339
2,14,20,4,3,100.0
1,10,16,2,2,84.80162679619386
2,20,12,6,5,100.0
1,20,3,5,1,81.73678303426158
1,2,23,7,1,56.26427704854432
1,11,13,3,3,90.02687490239857
2,1,20,7,1,70.44189746365413
2,3,8,6,4,61.37478445280477
3,23,2,2,1,57.86548578579098
2,3,14,5,5,73.06040300032508
2,14,4,1,1,71.85669171544882
1,5,20,4,4,69.80132012434356
1,16,10,4,1,97.92310259602154
2,1,21,7,5,65.5826787749328
1,16,2,7,4,84.49165730373072
1,5,13,7,2,81.39233481449591
1,5,24,4,2,49.39354860880297
2,14,14,5,4,100.0
2,5,20,2,2,70.89310322604751
2,1,3,4,4,34.08224446360476
1,6,18,1,3,61.49057947175687
1,6,3,5,5,48.68106032294428
3,21,3,4,4,82.93413533043912
3,4,5,5,4,59.98502331610426
3,12,5,6,4,91.37434833618539
1,11,18,5,3,100.0
3,4,6,2,1,49.40374956280134
2,14,1,5,1,79.22717571901443
3,22,19,4,2,100.0
3,9,12,7,1,100.0
3,7,5,3,5,57.338847765720324
2,19,24,4,3,86.38104480013486
3,19,19,7,4,100.0
3,13,20,1,5,93.55707232579407
1,4,15,3,5,63.83574133030948
2,24,10,3,1,80.21705677881641
3,4,18,4,2,81.39523613358047
3,11,14,3,4,99.94555465275994
3,5,23,4,3,64.70283526051774
3,4,3,4,1,41.123835745302
1,20,18,7,3,100.0
3,21,24,7,2,100.0
1,8,15,6,3,94.67778037965535
2,11,10,3,1,87.92158705370449
3,19,10,6,2,100.0
1,15,11,5,1,100.0
1,17,7,7,3,100.0
3,17,5,3,2,90.60178488394219
2,9,15,1,4,76.59257368007135
3,22,3,4,1,75.10839844393051
3,7,13,2,3,86.10069050630432
3,13,7,2,4,88.55256774409528
2,14,12,2,4,97.06454894854119
3,18,16,6,5,100.0
2,18,17,7,4,100.0
1,21,24,6,1,85.86179204102308
1,12,3,5,1,68.32278695536327
2,5,21,3,1,70.04553674423359
2,7,11,3,1,74.47135832202407
3,19,19,2,1,100.0
2,20,1,6,5,77.85656431411148
1,19,2,3,2,80.3845751296927
3,19,24,1,5,79.7530322794579
2,12,1,1,1,58.58634049490272
1,13,16,1,1,89.49497517923606
2,20,13,3,4,100.0
3,22,15,7,4,100.0
2,2,1,1,4,17.77864536878678
3,13,17,6,3,100.0
2,11,6,2,1,71.35768662375939
1,20,22,7,3,100.0
3,7,23,7,4,80.6688630424074
3,5,4,5,3,59.86497291813565
2,20,5,6,5,91.22171093372866
1,18,1,2,1,63.545391201669574
2,11,17,5,5,100.0
1,15,10,6,5,98.33409793776168
1,23,9,3,3,72.0062830858762
1,23,5,2,5,58.67762117357961
1,12,20,3,4,99.29631970076557
3,21,14,7,4,100.0
1,3,19,6,4,72.31574627185432
1,20,23,3,2,86.74106991359041
1,17,9,2,5,87.3665888432368
1,20,14,2,2,100.0
3,12,4,7,5,93.58657967389492
3,21,3,7,1,90.34643451061946
3,16,6,5,4,97.67523268807301
2,16,18,6,3,100.0
3,4,3,2,5,40.09510955489972
3,7,14,6,3,93.8734887455412
3,24,17,2,2,88.3411996802319
3,18,12,1,3,100.0
2,12,11,6,1,100.0
3,22,24,7,2,89.76289797208219
2,9,13,2,3,82.94131615984291
2,14,11,5,4,100.0
2,16,16,7,1,100.0
3,8,23,6,1,81.15993698300335
1,20,22,7,1,100.0
3,21,20,3,4,98.54506119147548
3,12,2,7,5,87.07315040392561
3,15,10,1,4,92.53624720379324
2,15,9,5,5,100.0
1,24,9,5,5,74.80188732412142
2,6,1,2,5,43.86101518983157
3,3,22,2,4,51.3896361021545
1,11,5,5,3,69.98206729255439
1,17,7,6,1,100.0
3,4,11,2,5,63.22711332068967
1,22,17,4,2,100.0
3,13,5,6,3,92.58367496549876
1,3,12,3,3,52.59163600388595
1,8,19,6,3,88.47697371351083
3,12,13,6,3,100.0
1,11,22,4,3,81.06201372470625
3,9,3,3,4,59.0965309017782
2,22,4,2,5,64.93478313660304
1,13,2,5,3,70.6109067321916
3,14,18,1,4,97.86479204111463
1,1,6,6,4,45.132774746801594
1,13,14,3,2,98.96052214483323
1,10,4,4,3,64.77926190151491
3,4,10,4,5,66.94428327692556
2,15,24,3,3,83.74070426245575
3,14,20,6,4,100.0
3,15,20,5,4,100.0
1,15,5,3,5,74.94670043339354
1,18,17,5,1,100.0
2,3,22,6,2,75.52101993916581
1,7,3,6,4,57.106021257644436
2,13,14,5,3,100.0
2,19,4,4,2,80.90133392860939
2,21,2,1,5,56.50696250195022
1,10,20,3,2,83.60493111518728
2,20,7,6,4,97.7876504097795
1,14,2,5,1,75.91539249845512
3,19,6,4,4,95.51890806308695
1,16,1,3,1,67.68683030561678
2,24,7,3,3,72.11454504394761
1,3,14,6,1,75.1254371379779
1,7,7,2,5,46.69515117636646
3,4,22,5,3,77.67849203960519
1,16,7,3,2,84.54525929920187
3,11,15,2,4,98.62486706658731
1,1,21,1,4,43.19570319354133
1,10,12,6,4,98.85397660538419
2,3,2,7,4,46.995146369006235
1,5,14,6,5,81.00349893117661
2,23,21,1,4,73.06610779016682
2,20,22,4,1,100.0
2,24,17,6,4,100.0
3,5,15,3,2,79.00219404687456
1,9,3,1,1,47.55673956844287
3,17,16,3,1,100.0
1,7,14,6,1,95.85945746503877
2,22,3,3,1,69.06848977939391
2,9,2,6,1,60.76259818302724
2,18,7,7,1,100.0
1,24,9,7,3,84.27883303914405
2,17,15,4,2,100.0
2,21,18,5,2,100.0
1,24,14,3,4,83.65421781172606
2,5,18,7,5,87.95191118751148
1,18,20,2,5,95.43424148151817
1,23,9,5,1,87.5300139221683
2,13,5,3,5,75.50646493757574
1,6,5,2,2,43.428472204839785
2,12,13,3,5,97.56536392795961
1,22,15,1,5,85.37256574838683
1,5,15,2,1,64.2276404560496
3,5,17,2,3,79.37014378677183
1,7,9,4,2,65.96777970924808
3,12,5,1,5,72.52893310248261
2,14,6,2,3,78.19979519668124
3,8,8,3,5,72.60860241993429
1,23,19,7,3,100.0
3,8,10,1,1,73.4149384187756
3,18,14,5,2,100.0
1,5,7,3,1,48.192597475391736
2,19,8,2,4,92.62535538733582
2,6,12,4,2,71.41531557467007
3,11,22,5,3,100.0
3,6,1,6,1,58.260817053614545
1,10,7,3,3,71.34896447363417
2,9,24,4,5,67.64821620819491
3,18,21,6,4,100.0
2,20,20,1,3,97.0834920647764
3,4,19,3,4,75.57514565876335
3,1,16,5,1,81.51762732095253
2,24,3,7,1,71.99157308027664
1,1,18,4,1,63.022730306749644
3,8,7,4,4,71.84781513474144
2,7,5,5,1,61.88391872638201
2,5,6,5,2,56.06997050831586
2,4,1,5,5,40.16407811714436
1,18,6,2,5,81.71177907855338
3,20,19,1,5,100.0
1,20,10,6,4,100.0
1,24,12,3,1,75.49986607988636
3,7,7,7,4,76.96678042132136
3,9,4,7,4,80.67003813543636
1,15,16,5,5,100.0
2,19,5,4,2,92.52801598965539
1,14,22,5,2,98.24231251931194
3,20,21,2,5,100.0
2,22,5,4,4,75.12271716308577
1,5,1,1,5,21.747719405217943
3,4,22,5,4,75.05416534249632
3,11,2,7,1,79.86714367584075
1,9,3,4,5,52.15156624026497
2,15,5,3,4,80.12095157306219
2,7,15,2,5,76.4759247322997
2,2,23,7,2,61.30288732628044
1,3,20,2,4,46.24469833094317
2,2,16,4,5,72.33534430192044
2,7,14,1,5,69.37190026849991
1,12,1,7,5,75.02715467913579
1,2,13,1,3,54.04347881872973
1,16,8,2,1,90.44092003104016
1,6,12,5,5,74.85352782750047
3,5,11,6,2,89.89409810066363
2,9,11,2,1,73.99054036180839
2,17,6,1,4,82.79269906478628
2,20,17,3,2,100.0
3,10,23,2,5,71.25084193378022
1,9,7,3,3,64.90339527215751
2,12,15,1,5,90.94253242404533
1,18,17,6,5,100.0
3,21,10,2,3,97.46403610349843
2,14,16,4,5,100.0
1,3,13,5,1,71.96051896185641
1,21,10,1,3,82.40181243394518
1,9,21,5,4,83.2667255275808
2,1,19,3,3,63.37827603797721
3,10,6,4,5,78.30599543514079
3,22,13,2,3,98.82877280973256
2,5,20,5,2,84.51733259345181
3,3,10,6,3,74.07555440549237
1,9,21,2,1,71.66800046251002
2,4,22,7,3,67.31853376397056
1,15,19,1,4,92.27975466648418
1,16,21,7,4,100.0
1,20,15,4,3,100.0
2,10,2,1,1,49.67064121266394
3,15,16,3,2,100.0
1,3,8,6,2,57.251469950201795
2,10,9,5,4,86.13760288136349
1,19,10,1,2,88.31348497600374
2,23,8,1,5,69.77536215982416
2,20,13,5,3,100.0
2,24,10,1,5,67.7994108549737
2,11,20,4,5,97.90446142050412
2,23,16,4,2,100.0
1,19,11,3,3,99.43665647063594
3,7,4,5,5,61.99285825049296
2,9,22,3,5,77.26108848304767
2,7,21,6,2,83.66742748327482
1,1,16,6,1,68.9724930904737
2,10,13,1,5,78.56306434565005
1,16,21,7,2,100.0
2,4,9,4,3,57.92713597045448
2,16,6,5,2,95.99968964202733
3,16,16,4,5,100.0
1,8,2,2,5,36.97818768617343
2,4,3,1,4,25.59420883338559
2,1,11,2,5,47.13807764073434
2,17,1,1,1,60.684430284450805
3,8,5,2,3,59.955541780428746
2,20,17,1,1,97.59108339410604
1,7,23,7,2,72.26465836195494
1,15,8,1,1,73.91514701247334
3,1,2,3,2,30.216178675844336
1,17,3,6,5,81.68867144695736
2,7,3,2,2,50.087862460689436
3,23,10,4,2,93.65848206004239
3,3,9,2,1,51.78772994118886
1,19,6,4,5,86.12673243606832
1,21,24,3,4,70.16002250204834
1,24,11,3,5,75.7776058322779
2,12,14,5,4,100.0
2,18,18,7,4,100.0
1,15,23,6,2,97.00466508632189
3,16,5,3,1,84.52584657213042
3,15,2,7,5,92.95667932126055
3,2,6,3,3,47.449301482519985
1,10,11,2,3,78.27478262259855
2,6,10,7,1,79.0348894927828
3,2,4,2,1,38.42878445980661
2,6,11,2,2,75.27661799523362
3,21,18,3,4,100.0
3,1,9,2,2,55.048038679577346
2,11,21,4,4,89.15942543119361
1,22,5,7,1,83.9362092444504
3,6,1,4,4,51.93255407599528
1,17,2,2,4,65.8436994695066
3,2,3,1,4,30.64023427500316
1,21,3,1,4,57.8929374411201
3,3,10,2,5,64.27770227179927
3,9,1,7,2,76.1195706573618
2,24,20,1,4,78.55757698514931
3,2,21,5,3,74.3036120554871
3,8,22,5,3,84.93674939607733
2,6,16,1,2,75.24813414806573
3,22,12,7,4,100.0
2,8,22,5,5,84.7231499851573
2,18,14,7,2,100.0
1,5,12,2,5,58.98467223161064
2,23,20,2,1,86.61121413763384
2,12,12,6,4,100.0
3,12,2,5,5,79.00545628171443
3,8,8,2,4,71.48299606331226
1,8,21,3,1,70.68945337314751
2,16,12,2,5,98.53338322312887
1,8,23,2,1,64.62312637313057
2,20,11,4,1,100.0
1,15,18,7,2,100.0
1,23,12,3,4,80.76872172519612
1,18,23,1,5,81.04121070496919
3,13,7,4,3,83.96872921516379
1,9,24,4,1,64.11644116569842
3,4,16,5,3,84.90840382675715
1,3,7,5,5,54.98110776881664
1,13,16,6,3,100.0
2,10,9,7,4,95.50359589563573
1,22,5,5,1,77.65874959871827
1,10,8,1,1,63.74964569548821
2,2,14,1,3,59.091737830625455
1,23,10,5,5,83.49366235670203
2,10,15,2,2,92.17290659137596
3,18,7,5,4,96.0741028685906
3,20,11,6,4,100.0
2,15,16,5,1,100.0
1,5,18,5,5,76.59375949631519
3,14,5,2,3,79.53714994704087
2,12,1,2,2,62.12032698691472
1,20,5,7,2,90.57569357959568
2,21,2,1,3,58.1372575981949
2,14,16,1,3,99.95088727671862
2,23,12,3,3,89.29831677294172
2,13,14,3,5,100.0
1,16,12,2,4,94.70992968030846
1,8,22,3,1,64.31520486506524
2,22,18,4,3,100.0
1,11,6,3,5,65.47522869804347
3,17,18,1,2,100.0
1,14,3,5,2,77.72676305742394
1,10,2,6,3,65.2794117238369
2,1,11,5,4,63.76204982515705
3,9,4,1,5,58.79633215476685
2,6,22,4,4,71.60718176535214
3,19,2,5,2,85.18043612403963
2,14,3,5,2,85.76951232765553
2,6,9,1,5,59.69773475028626
3,12,17,1,1,97.88233064295572
1,14,22,3,1,90.04640649499157
3,15,18,4,1,100.0
3,23,22,1,2,76.03148257365712
1,8,24,3,2,56.6169476537788
2,19,7,3,2,87.8093068542238
2,12,11,7,4,100.0
3,3,4,4,5,46.52235839426471
3,7,13,6,4,97.1427680586309
2,21,18,1,2,98.66669948943618
1,2,6,1,1,34.72068806360261
2,2,14,6,5,76.24487974676009
1,3,19,6,4,73.2100448871272
2,13,3,6,1,80.96270558507473
2,19,3,2,5,73.39460076079982
3,14,13,3,5,100.0
1,8,18,6,4,92.65121367962614
2,3,5,6,2,50.85886118605729
1,24,6,1,3,54.34423923243803
1,23,3,1,5,53.29655817354577
1,4,7,5,2,56.353292833598815
3,4,13,7,2,85.6667197303994
1,5,1,4,3,36.7672637613269
1,21,23,3,4,78.0801474671097
3,22,1,3,3,64.60297619499633
1,23,11,7,5,95.60140547489343
3,12,2,6,2,81.76046752562335
2,5,2,4,4,45.982397547937495
3,23,7,1,5,70.15057086436815
2,4,21,5,1,72.51074804217713
2,9,18,7,5,100.0
3,3,16,5,5,83.89226701802264
1,12,16,7,4,100.0
1,2,10,5,5,52.678668340084144
3,15,4,4,5,86.52075537518596
2,2,12,1,5,55.70183259539292
3,11,3,6,4,83.91312663737891
2,16,1,7,3,88.3775593040946
3,11,18,6,4,100.0
3,20,23,4,1,100.0
2,2,4,3,3,36.39488676153956
3,3,10,5,2,67.02198712426896
3,19,13,2,2,100.0
1,16,13,5,5,100.0
3,16,24,4,4,90.76450395687395
2,21,21,6,2,100.0
1,16,17,5,5,100.0
2,15,10,4,1,100.0
2,12,12,5,4,100.0
2,2,11,1,4,46.80849778965388
2,16,1,6,1,79.80414663435414
2,1,6,2,4,30.15883860161227
1,20,21,5,5,100.0
1,1,9,7,2,58.712327578995485
1,12,22,3,1,85.21020138525367
2,14,4,6,1,90.26922528641505
1,6,8,4,5,56.2462229561278
1,21,11,1,2,88.0009283616728
2,15,9,1,3,93.48835895086837
1,6,18,3,5,74.96742339127316
1,13,3,2,2,66.43431462939469
3,4,8,5,1,69.28574790153783
2,6,24,7,1,67.5140330722553
1,16,2,7,5,87.586179701122
3,24,7,3,5,68.41275201837507
1,13,17,2,1,95.02120195380719
1,23,11,7,4,95.40498851840843
1,8,15,6,1,85.14709637825455
3,20,10,3,4,100.0
3,1,14,3,1,70.20587057958589
2,14,24,3,2,78.53936924877836
1,1,12,7,2,63.749955664066306
2,18,13,4,5,100.0
1,3,2,4,2,36.983144321118324
1,20,22,5,5,99.22571899993328
3,2,12,6,1,71.00908817542482
2,21,7,4,4,90.40112087642666
2,13,23,3,1,93.9085410489129
2,23,4,1,5,56.818947137054884
3,7,7,4,2,67.26580459413489
1,15,16,1,3,100.0
2,23,24,7,4,83.10547597345239
2,13,23,1,5,74.88865177991943
3,3,12,1,3,65.14348873979478
2,2,17,5,2,73.60264051199357
1,21,4,3,3,74.34478281350262
1,13,16,6,3,100.0
2,2,13,2,5,61.47903452396199
3,1,19,5,1,76.68533549311285
1,2,8,7,5,52.47794178797817
1,4,5,6,3,47.48662259255768
1,16,14,6,3,100.0
2,1,17,4,4,65.83317427472626
3,8,22,1,2,73.75308222816338
1,21,3,3,4,72.67038873815116
3,17,23,5,4,100.0
3,16,8,3,1,100.0
2,21,13,6,2,100.0
1,1,4,3,3,27.051074167251244
2,9,9,1,2,68.45749848072164
3,2,12,2,3,66.43028144622714
2,8,1,2,4,46.498198674204154
3,17,5,4,4,95.21140308656916
2,6,24,7,3,64.74023521960905
2,2,5,3,1,40.51541243682216
3,4,11,2,1,62.9074776977251
1,22,19,1,4,84.89897361452016
3,22,1,4,5,74.60368782163573
1,18,1,3,2,69.96001356733757
3,10,23,1,3,67.43310043352855
1,19,14,6,4,100.0
3,16,18,3,4,100.0
2,15,18,4,1,100.0
2,13,5,5,1,82.48164409694436
3,11,13,2,2,90.68493143603808
2,22,11,2,2,92.23221369259613
1,8,19,4,2,84.99352082998621
2,8,22,6,1,83.64173015677075
1,11,19,1,5,85.33818269470586
2,8,21,7,1,91.12422550845254
1,17,24,2,4,75.44863965913046
3,12,22,5,5,100.0
1,14,13,6,4,100.0
2,17,17,7,4,100.0
3,10,23,1,3,74.01082927874107
3,12,16,4,1,100.0
2,17,20,7,4,100.0
3,10,14,7,5,100.0
1,9,10,1,5,57.32596445401346
1,4,12,1,3,50.709038692599506
3,15,4,4,4,93.80348069632184
3,10,17,2,2,97.81277761240808
2,6,2,2,4,37.76729842674237
1,24,3,3,2,47.54344845893387
3,18,10,6,1,100.0
1,10,23,7,2,85.83327549259492
1,3,9,4,1,57.827391006600315
2,2,8,5,4,54.709838047540615
1,6,18,3,3,69.80120277851532
1,1,7,3,2,39.006325638276564
3,17,17,2,4,100.0
1,10,15,4,1,90.33800951777438
2,5,17,7,1,88.20506043939605
1,22,19,6,4,98.96805290075686
1,21,22,5,5,93.35859574515672
1,18,21,2,4,93.29571454715128
3,12,3,2,1,66.74342600999054
3,16,6,4,3,100.0
1,18,22,7,2,100.0
2,22,10,2,2,88.56632805574233
3,22,2,1,2,62.80557897927282
1,1,20,3,1,49.73524129645605
2,2,22,6,2,61.591509849682666
2,12,12,2,5,93.48247894562617
3,3,11,3,4,64.22550672179497
2,3,11,2,3,59.67798125648308
3,24,23,1,5,70.13573993570373
2,1,1,1,4,18.442328936583245
1,15,10,5,1,99.11408753455946
3,24,2,3,2,58.47417781956865
1,10,2,7,1,76.189301223448
2,2,4,4,4,32.72145477570988
3,5,8,2,3,61.65355068291447
3,20,2,5,3,91.31826918836721
3,16,22,2,1,96.87216658482602
1,16,9,1,4,82.34327156845038
3,9,16,7,1,100.0
2,17,19,1,4,96.69008770751674
2,23,17,2,1,89.3845739112216
1,6,14,6,4,78.52373646787083
3,23,10,2,1,82.11920566220805
3,11,15,4,3,100.0
3,19,19,2,3,100.0
3,15,13,2,4,100.0
2,19,7,3,1,90.07583784002
1,5,17,7,2,88.62369303759439
2,12,4,1,2,61.527281048305426
1,23,11,1,5,71.16895616077377
1,10,15,4,1,90.05546502154135
3,10,12,7,5,100.0
3,21,22,1,5,93.61654600786758
1,8,21,1,5,63.43155947374173
1,13,14,2,5,91.38151133304146
2,16,8,7,1,100.0
2,15,2,5,4,83.97565266548514
3,14,18,5,5,100.0
2,20,22,4,2,100.0
2,14,7,6,2,100.0
2,13,14,4,4,100.0
3,6,11,3,2,74.4674351022929
2,4,12,2,4,63.102254684765526
2,16,4,3,3,77.91425643859885
3,8,15,6,5,98.91113760233577
2,7,9,7,3,87.71079174212304
2,23,7,4,4,73.89231554782276
3,7,16,5,3,97.23837008723096
2,18,6,3,1,92.0996264589215
2,6,7,3,1,55.99487599567618
2,8,19,6,5,91.35258396703435
1,13,9,2,2,81.52922490048307
3,2,13,7,1,88.13842182838304
3,9,11,1,4,81.69556126074694
2,24,11,4,4,82.16974804226582
3,9,11,5,2,98.60784159904456
2,2,20,6,4,70.77669413303379
2,20,12,4,3,100.0
1,18,16,5,1,100.0
3,9,17,4,4,97.61178662485106
3,15,5,1,3,80.85432584266756
2,24,24,7,1,72.55157954436544
2,12,22,5,2,89.16457656230948
2,21,22,6,1,100.0
1,2,7,1,5,31.967171800438543
2,14,17,1,5,100.0
3,13,10,5,1,100.0
2,20,15,5,2,100.0
1,5,21,1,2,52.38252846382782
1,4,11,6,3,76.32918153292718
3,21,20,7,3,100.0
1,15,17,7,4,100.0
1,9,15,6,3,100.0
3,24,20,1,5,80.05498958933174
1,13,2,4,1,64.68184560658699
3,1,3,2,4,30.739250719060546
2,11,6,2,1,72.2019916535322
1,23,7,2,2,68.0261271188248
2,13,16,2,5,100.0
3,15,13,2,2,100.0
1,20,3,4,1,75.85089238896015
1,14,24,2,2,64.82481052167908
1,2,1,3,3,22.135560472194072
3,24,2,2,4,55.243517914051246
1,21,4,6,2,87.5138961391336
2,17,16,4,3,100.0
1,23,19,5,2,92.00645536902606
3,18,11,5,1,100.0
1,1,24,3,3,31.14065485841715
1,3,17,1,5,51.25688230561074
1,19,5,4,4,78.40271612155634
3,5,13,7,3,94.70308679802336
3,9,7,6,2,85.52431747454274
3,24,11,3,5,80.41743511602213
3,17,1,3,2,79.29506170417856
2,11,11,6,1,100.0
1,16,10,3,4,92.97000337697861
2,14,6,7,2,99.15416189145972
2,1,13,5,1,66.56895988000231
3,24,3,5,3,67.39771160606726
1,23,4,6,5,64.40959176446012
3,24,22,5,4,84.54979268956188
1,16,21,4,1,100.0
2,22,11,1,1,86.40393996667012
3,2,16,4,4,75.08872164988401
3,22,12,6,2,100.0
1,8,17,6,4,92.62495120175821
3,9,14,3,4,96.59813498835807
3,13,21,7,2,100.0
1,23,18,7,3,100.0
1,24,14,4,1,89.4404064710176
1,1,10,5,1,54.25442313072515
3,22,15,2,1,100.0
2,2,4,4,1,40.528317973757055
3,7,19,2,2,83.85086185584093
1,5,11,1,3,53.767244597369725
1,2,20,5,5,59.87463304452996
1,12,22,6,3,98.26723910515206
2,20,5,5,3,94.02333728454411
1,10,21,6,4,91.03048561078808
3,7,1,4,1,56.78284066191072
2,1,2,2,4,24.85198995743764
2,14,5,7,2,97.14075900169803
1,18,23,1,3,81.78657547985739
3,1,3,2,3,29.287507820363178
3,9,5,5,1,74.64580680374702
3,17,5,6,2,100.0
2,7,13,6,2,89.76414416093456
3,19,22,2,5,92.6880690774061
2,3,2,4,2,30.97171581808435
2,21,1,1,5,55.82552379003671
3,9,13,1,4,82.00702591724095
2,19,19,6,5,100.0
2,21,2,4,5,73.18476437175025
2,18,14,2,5,100.0
3,10,3,2,5,63.76252672176312
2,12,9,4,5,90.89513501415848
3,8,11,5,5,83.24260958593528
3,12,18,2,2,93.25416157738789
1,5,9,5,1,66.35790508597624
2,5,20,7,4,88.30066938151442
3,3,19,3,5,66.8183290532215
1,22,13,3,5,89.60399417344135
2,20,2,4,4,73.94594023911331
1,13,17,7,3,100.0
3,9,11,2,3,82.33005682015546
2,20,11,7,3,100.0
2,11,3,7,4,77.56159894738835
3,22,12,4,3,100.0
2,3,22,7,2,69.68499055685659
3,21,13,2,2,100.0
1,22,6,7,1,91.0844102341455
1,11,2,4,5,61.60574389542809
1,20,2,5,3,79.79444754176201
2,1,18,5,4,67.78980426385839
3,19,21,1,2,100.0
1,19,10,3,4,90.56049762992679
2,8,7,2,2,57.48258564334707
2,3,5,5,5,50.69488795690083
3,9,16,1,3,89.76995307492854
2,7,4,7,3,63.084381734423864
3,9,11,6,1,100.0
3,22,14,2,3,100.0
3,15,15,5,1,100.0
2,7,5,5,4,62.79133966247026
